Title,URLs,Categories
पुनर्नवा,http://52.66.50.41/2018/07/24/punarnva/,Uncategorized
पुष्करमूल,http://52.66.50.41/2018/07/24/pushkarmul/,Uncategorized
"पोतकी (पोई)",http://52.66.50.41/2018/07/24/potaki/,Uncategorized
प्याज,http://52.66.50.41/2018/07/24/pyaj/,Uncategorized
"प्रभाकर वटी (हृद्रोग)",http://52.66.50.41/2018/07/26/prabhakar-vati/,Uncategorized
"प्राणदा गुटिका",http://52.66.50.41/2018/07/26/pranda-gutika/,Uncategorized
प्रियंगु,http://52.66.50.41/2018/07/24/priyangu/,Uncategorized
"फालसा (परुषक)",http://52.66.50.41/2018/07/24/phalsa/,Uncategorized
"बकायन (महानिम्ब)",http://52.66.50.41/2018/07/24/bakayan/,Uncategorized
"बच्चों के लिए सामान्य आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-normal-kids/,Uncategorized
"बच्चों में मस्कुलर डिस्ट्रॉफी (DMD), CP के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-muscular-dystrophy-in-kids/,Uncategorized
"बच्चो में विबन्ध (कब्ज) के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-constipation-in-kids/,Uncategorized
बड़/बरगद,http://52.66.50.41/2018/07/25/bargad/,Uncategorized
"बथुआ (वास्तूक)",http://52.66.50.41/2018/07/24/bathua/,Uncategorized
बदर,http://52.66.50.41/2018/07/25/badar/,Uncategorized
बबूल,http://52.66.50.41/2018/07/24/babool/,Uncategorized
बला,http://52.66.50.41/2018/07/24/bala/,Uncategorized
बहेड़ा,http://52.66.50.41/2018/07/25/baheda/,Uncategorized
बाकुची,http://52.66.50.41/2018/07/25/bakuchi/,Uncategorized
बाजरा,http://52.66.50.41/2018/07/25/baajra/,Uncategorized
"बांदा (सुवर्णबंदाक)",http://52.66.50.41/2018/07/25/banda-suvarnbandaak/,Uncategorized
"बादाम (वाताद)",http://52.66.50.41/2018/07/25/badam/,Uncategorized
"बादियान खताई",http://52.66.50.41/2018/07/25/badiyan-khatai/,Uncategorized
"बान्दा (बांदा)",http://52.66.50.41/2018/07/25/banda/,Uncategorized
बिम्बी,http://52.66.50.41/2018/07/25/bimbi/,Uncategorized
बिही,http://52.66.50.41/2018/07/25/bihee/,Uncategorized
बुरांश,http://52.66.50.41/2018/07/25/buransh/,Uncategorized
"बृहती  (बड़ी कटेरी)",http://52.66.50.41/2018/07/23/brihati-badi-kateri/,Uncategorized
बेल,http://52.66.50.41/2018/07/25/bael/,Uncategorized
बेला,http://52.66.50.41/2018/07/25/bela/,Uncategorized
बेली,http://52.66.50.41/2018/07/25/beli/,Uncategorized
ब्रह्मदण्डी,http://52.66.50.41/2018/07/25/bramhadandi/,Uncategorized
"ब्राह्मी :(मण्डूकपर्णी)",http://52.66.50.41/2018/07/25/bramhi-mandukparni/,Uncategorized
"ब्राह्मीः (जलनीम)",http://52.66.50.41/2018/07/25/bramhi-jalneem/,Uncategorized
"ब्राह्मी वटी (साधारण)",http://52.66.50.41/2018/07/26/brahmi-vati/,Uncategorized
"ब्राह्मी वटी (स्वर्णघटित)",http://52.66.50.41/2018/07/26/brahmi-vati-swarghati/,Uncategorized
"भगन्दर  के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-fistula/,Uncategorized
"भव्य (चालता)",http://52.66.50.41/2018/07/25/bhavya-chaalta/,Uncategorized
भांग,http://52.66.50.41/2018/07/25/bhaang/,Uncategorized
"भांगरा (भृंङ्गराज)",http://52.66.50.41/2018/07/25/bhangra-bhringraj/,Uncategorized
भारंगी,http://52.66.50.41/2018/07/25/bharangi/,Uncategorized
भिण्डी,http://52.66.50.41/2018/07/25/bhindi/,Uncategorized
"भुई आँवला",http://52.66.50.41/2018/07/25/bhui-amla/,Uncategorized
भूतृण,http://52.66.50.41/2018/07/25/bhutrin/,Uncategorized
"भूनिम्ब (कालमेघ)",http://52.66.50.41/2018/07/23/kalmegh/,Uncategorized
भूर्जपत्र,http://52.66.50.41/2018/07/25/bhurjpatra/,Uncategorized
"भृंगराज स्वरस (Eclipta alba Hassk.)",http://52.66.50.41/2018/07/26/bhringraj-swaras-eclipta-alba-hassk/,Uncategorized
"मकरध्वज वटी (वाजीकरण)",http://52.66.50.41/2018/07/26/makardhwaj-vati/,Uncategorized
"मकुष्ठ (मोठ)",http://52.66.50.41/2018/07/25/mukushth-moth/,Uncategorized
मकोय,http://52.66.50.41/2018/07/25/makoy/,Uncategorized
मक्का,http://52.66.50.41/2018/07/25/makka/,Uncategorized
"मखान्न (मखाना)",http://52.66.50.41/2018/07/25/makhana/,Uncategorized
"मंगरैला (कलौंजी)",http://52.66.50.41/2018/07/25/mangraila-kalonji/,Uncategorized
मञ्जिष्ठा,http://52.66.50.41/2018/07/25/manjistha/,Uncategorized
मटर,http://52.66.50.41/2018/07/25/matar/,Uncategorized
मंडुआ,http://52.66.50.41/2018/07/25/mandua/,Uncategorized
मत्स्याक्षी,http://52.66.50.41/2018/07/25/matsyaakshi/,Uncategorized
"मधुमेह के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-diabetes/,Uncategorized
मधुरपर्णी,http://52.66.50.41/2018/07/25/madhurparni/,Uncategorized
"मधूक (महुवा)",http://52.66.50.41/2018/07/25/madhook-mahua/,Uncategorized
ममीरा,http://52.66.50.41/2018/07/25/mameera/,Uncategorized
मयूरशिखा,http://52.66.50.41/2018/07/25/mayurshikha/,Uncategorized
मरिच,http://52.66.50.41/2018/07/25/marich/,Uncategorized
"मरिचादि गुटिका (कास)",http://52.66.50.41/2018/07/26/marichadi-gutika/,Uncategorized
मरूवक,http://52.66.50.41/2018/07/25/maruwak/,Uncategorized
"मसण्डा (श्रीपर्ण)",http://52.66.50.41/2018/07/25/masanda/,Uncategorized
मसूर,http://52.66.50.41/2018/07/25/masoor/,Uncategorized
"मस्कुलर डिस्ट्रॉफी के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-muscular-dystrophy/,Uncategorized
महाबला,http://52.66.50.41/2018/07/24/mahabala/,Uncategorized
माजूफल,http://52.66.50.41/2018/07/25/majufal/,Uncategorized
माणक,http://52.66.50.41/2018/07/25/manak/,Uncategorized
माषपर्णी,http://52.66.50.41/2018/07/25/mashparni/,Uncategorized
मांसरोहिणी,http://52.66.50.41/2018/07/25/mansrohini/,Uncategorized
"मुक्तवर्चा (कुप्पी)",http://52.66.50.41/2018/07/25/muktvarcha-kuppi/,Uncategorized
"मुक्तादि वटी",http://52.66.50.41/2018/07/26/muktadi-vati/,Uncategorized
"मुचकुन्द (आकाश चम्पा)",http://52.66.50.41/2018/07/24/muchkund/,Uncategorized
"मुद्ग (मूंग)",http://52.66.50.41/2018/07/25/mudg-moong/,Uncategorized
मुद्गपर्णी,http://52.66.50.41/2018/07/25/mudgaparni/,Uncategorized
मुलेठी,http://52.66.50.41/2018/07/25/mulethi/,Uncategorized
मूंगफली,http://52.66.50.41/2018/07/25/moongfali/,Uncategorized
मूर्वा,http://52.66.50.41/2018/07/25/murva/,Uncategorized
मूली,http://52.66.50.41/2018/07/25/muli/,Uncategorized
मूषिकपर्णी,http://52.66.50.41/2018/07/25/musikaparni/,Uncategorized
"मूसली (काली मूसली)",http://52.66.50.41/2018/07/25/musli-kali-musli/,Uncategorized
मेथिका,http://52.66.50.41/2018/07/25/methika/,Uncategorized
मेंहदी,http://52.66.50.41/2018/07/25/mehandi/,Uncategorized
मैनफल,http://52.66.50.41/2018/07/25/mainfal/,Uncategorized
"मोथा (मुस्तक)",http://52.66.50.41/2018/07/24/motha/,Uncategorized
मोसंबी,http://52.66.50.41/2018/07/25/mosambi/,Uncategorized
"मौलसिरी (बकुल)",http://52.66.50.41/2018/07/24/moulsiri/,Uncategorized
"यौवन पीड़िका के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-acne-vulgaris-pimples/,Uncategorized
"रक्त चन्दन",http://52.66.50.41/2018/07/24/rakt-chandan/,Uncategorized
"रक्तचाप के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-blood-pressure/,Uncategorized
"रक्तप्रदर के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-uterine-bleeding/,Uncategorized
"रंगून की बेल",http://52.66.50.41/2018/07/25/rangoon-ki-bel/,Uncategorized
"रजप्रवर्तनी वटी (योनिव्यापद्)",http://52.66.50.41/2018/07/26/raja-pravartini-vati/,Uncategorized
रतालू,http://52.66.50.41/2018/07/25/ratalu/,Uncategorized
"रसोन (लहसुन)",http://52.66.50.41/2018/07/25/rasun-lahsun/,Uncategorized
राई,http://52.66.50.41/2018/07/25/raai/,Uncategorized
राखीफूल,http://52.66.50.41/2018/07/25/rakhi-phool/,Uncategorized
"राजमाष (लोबिया)",http://52.66.50.41/2018/07/25/rajmash-lobia/,Uncategorized
"राजादन (खिरनी)",http://52.66.50.41/2018/07/25/rajadan-khirni/,Uncategorized
रामदाना,http://52.66.50.41/2018/07/24/ramdana/,Uncategorized
रामबाँस,http://52.66.50.41/2018/07/25/rambans/,Uncategorized
रीठा,http://52.66.50.41/2018/07/25/reetha/,Uncategorized
रुद्रजटा,http://52.66.50.41/2018/07/25/rudrajata/,Uncategorized
रुद्रवन्ती,http://52.66.50.41/2018/07/25/rudravanti/,Uncategorized
रुद्राक्ष,http://52.66.50.41/2018/07/25/rudraksha/,Uncategorized
रेवंदचीनी,http://52.66.50.41/2018/07/25/revand-chini/,Uncategorized
रोहितक,http://52.66.50.41/2018/07/25/rohitaka/,Uncategorized
"लकवा (पक्षाघात) के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-paralysis/,Uncategorized
"लकुच (बड़हल)",http://52.66.50.41/2018/07/25/lakuch-badhal/,Uncategorized
"लता कस्तूरी",http://52.66.50.41/2018/07/25/latakasturi/,Uncategorized
लताक्षीरी,http://52.66.50.41/2018/07/24/lataksheeri/,Uncategorized
"लवंगादि वटी (कास)",http://52.66.50.41/2018/07/26/lavangadi-vati/,Uncategorized
"लशुनादि वटी",http://52.66.50.41/2018/07/26/lashunadi-vati/,Uncategorized
"लसुन बेल",http://52.66.50.41/2018/07/25/lasun-vel/,Uncategorized
लाजवंती,http://52.66.50.41/2018/07/25/lajwanti/,Uncategorized
"लाल मिर्च",http://52.66.50.41/2018/07/25/lal-mirch/,Uncategorized
लीची,http://52.66.50.41/2018/07/25/litchi/,Uncategorized
लोकाट,http://52.66.50.41/2018/07/25/lokat/,Uncategorized
लोणी,http://52.66.50.41/2018/07/25/loni/,Uncategorized
लोध्र,http://52.66.50.41/2018/07/25/lodhra/,Uncategorized
लोहबान,http://52.66.50.41/2018/07/25/lohban/,Uncategorized
लौकी,http://52.66.50.41/2018/07/25/louki/,Uncategorized
लौंग,http://52.66.50.41/2018/07/25/laung/,Uncategorized
वच,http://52.66.50.41/2018/07/25/vach/,Uncategorized
वनप्सा,http://52.66.50.41/2018/07/25/vanapsa/,Uncategorized
"वन्य बला",http://52.66.50.41/2018/07/24/vanya-bala/,Uncategorized
"वन्य हरिद्रा (जंगली-हलदी)",http://52.66.50.41/2018/07/25/jangali-haldi/,Uncategorized
वरुण,http://52.66.50.41/2018/07/25/varun/,Uncategorized
वर्षाभू,http://52.66.50.41/2018/07/25/varshabhu/,Uncategorized
"वंश (बांस)",http://52.66.50.41/2018/07/25/bamboo/,Uncategorized
"वात के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-vata/,Uncategorized
"वातरक्त  के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-gout/,Uncategorized
वायविडंग,http://52.66.50.41/2018/07/25/vaayvidang/,Uncategorized
"वाराही कन्द",http://52.66.50.41/2018/07/25/varahi-kand/,Uncategorized
वासा,http://52.66.50.41/2018/07/25/vasa/,Uncategorized
"विचर्चिका (एक्ज़िमा) के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-eczema/,Uncategorized
"विजयसार (बीजक)",http://52.66.50.41/2018/07/25/vijaysaar/,Uncategorized
"विदारी कन्द",http://52.66.50.41/2018/07/25/vidari-kand/,Uncategorized
विधारा,http://52.66.50.41/2018/07/25/vidhara/,Uncategorized
"विबन्ध के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-constipation/,Uncategorized
विरुद्धाहार,http://52.66.50.41/2018/08/02/diet-plan-for-viruddha-ahara/,Uncategorized
वृक्षाम्ल,http://52.66.50.41/2018/07/25/vrikshamla/,Uncategorized
"वृद्धिवाधिकावटी (वृद्धिरोग)",http://52.66.50.41/2018/07/26/vridhivadhika-vati/,Uncategorized
वृन्ताक,http://52.66.50.41/2018/07/25/vrintaak/,Uncategorized
"वृश्चिका (बिच्छूबूटी)",http://52.66.50.41/2018/07/25/vrishchika/,Uncategorized
वेत्र,http://52.66.50.41/2018/07/25/vetra/,Uncategorized
व्याघ्रएरण्ड,http://52.66.50.41/2018/07/23/vyaghraarand/,Uncategorized
शंखपुष्पी,http://52.66.50.41/2018/07/25/shankhpushpi/,Uncategorized
"शटी  (कपूर कचरी)",http://52.66.50.41/2018/07/25/shati/,Uncategorized
शण,http://52.66.50.41/2018/07/25/shan/,Uncategorized
शणपुष्पी,http://52.66.50.41/2018/07/25/shanpushpi/,Uncategorized
"शतपुष्पा  (सोआ)",http://52.66.50.41/2018/07/25/shatpushpa/,Uncategorized
शतावरी,http://52.66.50.41/2018/07/25/shatavari/,Uncategorized
शमी,http://52.66.50.41/2018/07/25/shami/,Uncategorized
शरपुंखा,http://52.66.50.41/2018/07/25/sharpunkha/,Uncategorized
शलजम,http://52.66.50.41/2018/07/25/shaljam/,Uncategorized
"शल्लकी  (सलई गूगल)",http://52.66.50.41/2018/07/25/shallaki/,Uncategorized
शाल,http://52.66.50.41/2018/07/25/shaal/,Uncategorized
शालपर्णी,http://52.66.50.41/2018/07/25/shaalparni/,Uncategorized
शाल्मलि,http://52.66.50.41/2018/07/25/shalmali/,Uncategorized
शिकाकाई,http://52.66.50.41/2018/07/25/shikakai/,Uncategorized
शितिवारक,http://52.66.50.41/2018/07/25/shitivaraka/,Uncategorized
शिरीष,http://52.66.50.41/2018/07/25/shireesh/,Uncategorized
शिवलिंगी,http://52.66.50.41/2018/07/25/shivlingi/,Uncategorized
शीशम,http://52.66.50.41/2018/07/25/shisham/,Uncategorized
शुकनासा,http://52.66.50.41/2018/07/23/shuknasa/,Uncategorized
"शुक्रमातृका वटी",http://52.66.50.41/2018/07/26/shukramatrika-vati/,Uncategorized
"शूलवज्रिणी वटी (शूल)",http://52.66.50.41/2018/07/26/shul-varjini-vati/,Uncategorized
"श्यामाक  (सावां)",http://52.66.50.41/2018/07/25/shyamak/,Uncategorized
श्योनाक,http://52.66.50.41/2018/07/25/shyonaak/,Uncategorized
श्लेष्मातक,http://52.66.50.41/2018/07/25/shleshmatmak/,Uncategorized
"संजीवनी वटी (ज्वर)",http://52.66.50.41/2018/07/26/sanjivani-vati/,Uncategorized
"सतौना (सप्तपर्ण)",http://52.66.50.41/2018/07/25/satouna-saptparn/,Uncategorized
सत्यानाशी,http://52.66.50.41/2018/07/25/satyanashi/,Uncategorized
सदापुष्पा,http://52.66.50.41/2018/07/25/sadapushpa/,Uncategorized
सनाय,http://52.66.50.41/2018/07/25/sanaay/,Uncategorized
"सफेद मूसली",http://52.66.50.41/2018/07/25/safed-musli/,Uncategorized
"सर्जरी (शल्य) के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-surgery/,Uncategorized
सर्पगन्धा,http://52.66.50.41/2018/07/25/sarpgandha/,Uncategorized
सर्षप,http://52.66.50.41/2018/07/25/sarshap/,Uncategorized
"संशमनी वटी",http://52.66.50.41/2018/07/26/sanshamani-vati/,Uncategorized
सहदेवी,http://52.66.50.41/2018/07/25/sahdevi/,Uncategorized
सहिजन,http://52.66.50.41/2018/07/25/sahijan/,Uncategorized
सागौन,http://52.66.50.41/2018/07/25/sagoun/,Uncategorized
"सामान्य के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/normal-diet-plan/,Uncategorized
"सारिवा  ",http://52.66.50.41/2018/07/25/sariva/,Uncategorized
"सारिवादि वटी (कर्णरोग)",http://52.66.50.41/2018/07/26/sarivadi-vati/,Uncategorized
सिंघाड़ा,http://52.66.50.41/2018/07/25/singhada/,Uncategorized
"सितालुक (शकरकन्द)",http://52.66.50.41/2018/07/25/shakarkand/,Uncategorized
सिन्दुरिया,http://52.66.50.41/2018/07/25/sinduriya/,Uncategorized
"सी. एन. एस. /मस्तिष्क विकार /माइग्रेन /सिर दर्द के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-migraine/,Uncategorized
"सीताफल (शरीफा)",http://52.66.50.41/2018/07/25/sitafal/,Uncategorized
"सुखविरेचन वटी",http://52.66.50.41/2018/07/26/sukha-virechana-vati/,Uncategorized
सुदर्शन,http://52.66.50.41/2018/07/25/sudarshan/,Uncategorized
"सुनिष्णक (चौपतिया)",http://52.66.50.41/2018/07/25/sunishnak/,Uncategorized
सुपारी,http://52.66.50.41/2018/07/25/supari/,Uncategorized
सूरजमुखी,http://52.66.50.41/2018/07/25/surajmukhi/,Uncategorized
सूरनकन्द,http://52.66.50.41/2018/07/25/surankand/,Uncategorized
सेब,http://52.66.50.41/2018/07/25/apple/,Uncategorized
सेम,http://52.66.50.41/2018/07/25/sem/,Uncategorized
सेहुंड,http://52.66.50.41/2018/07/24/sehund/,Uncategorized
"सैरेयक (पियाबासा)",http://52.66.50.41/2018/07/25/saireyek-piyabasa/,Uncategorized
"सोंठ (अदरक)",http://52.66.50.41/2018/07/25/sonth-adrak/,Uncategorized
"सोरायसिस के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-psoriasis/,Uncategorized
सौंफ,http://52.66.50.41/2018/07/25/sounf/,Uncategorized
"सौभाग्य वटी (ज्वर)",http://52.66.50.41/2018/07/26/saubhagya-vati/,Uncategorized
"सौभाग्य वटी (प्रसूता)",http://52.66.50.41/2018/07/26/saubhagya-vati-prasuta/,Uncategorized
"स्थौणेयक (थुनेर)",http://52.66.50.41/2018/07/24/thuner/,Uncategorized
"स्थौल्य (मोटापा) के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-obesity/,Uncategorized
हरिद्रु,http://52.66.50.41/2018/07/25/haridru/,Uncategorized
"हरीतकी (हरड़)",http://52.66.50.41/2018/07/25/haritaki/,Uncategorized
हल्दी,http://52.66.50.41/2018/07/25/haldi/,Uncategorized
हस्तिकर्ण,http://52.66.50.41/2018/07/25/hastikarn/,Uncategorized
हस्तिशुण्डी,http://52.66.50.41/2018/07/25/hastishundi/,Uncategorized
"हिंगु (हींग)",http://52.66.50.41/2018/07/25/heeng/,Uncategorized
"हिंग्वादि गुटिका (शूल)",http://52.66.50.41/2018/07/26/hingvadi-gutika/,Uncategorized
हिंसालू,http://52.66.50.41/2018/07/25/hinsalu/,Uncategorized
हुरहुर,http://52.66.50.41/2018/07/25/hurhur/,Uncategorized
हृत्पत्री,http://52.66.50.41/2018/07/25/hatpatri/,Uncategorized
"हेपेटाइटिस के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-hepatitis/,Uncategorized
हैंसा,http://52.66.50.41/2018/07/25/hainsa/,Uncategorized
"ह्रीबेर  (सुगन्धबाला)",http://52.66.50.41/2018/07/25/sugandhbala/,Uncategorized
