Title,URLs
"दांत आने के कारण बुखार (टूथ फीवर) के लिए घरेलु नुस्खे",http://52.66.50.41/2018/08/12/daant-aane-ke-karan-bukhar-tooth-fever-ke-liye-gharule-nuskhe/,
"दांत दर्द (टूथ पेन) के लिए घरेलु नुस्खे",http://52.66.50.41/2018/08/12/daant-dard-tooth-pain-ke-liye-gharule-nuskhe/,
"दांत दर्द के लिए घरेलु नुस्खे",http://52.66.50.41/2018/08/12/daant-dard-ke-liye-gharule-nuskhe/,
"दाद (रिंगवर्म) के लिए घरेलु नुस्खे",http://52.66.50.41/2018/08/12/daad-ringworm-ke-liye-gharule-nuskhe/,
दारुहरिद्रा,http://52.66.50.41/2018/07/24/daruharidra/,
दालचीनी,http://52.66.50.41/2018/07/24/dalchini/,
"दुग्धिका (बड़ी)",http://52.66.50.41/2018/07/24/dugdhika-badi/,
"दूधी (छोटी)",http://52.66.50.41/2018/07/24/doodhi-choti/,
दूब,http://52.66.50.41/2018/07/24/doob/,
देवदारु,http://52.66.50.41/2018/07/24/devdaru/,
देवदाली,http://52.66.50.41/2018/07/24/devdali/,
"द्राक्षादि गुटिका (अम्लपित्त)",http://52.66.50.41/2018/07/26/drakshadi-gutika/,
द्रोणपुष्पी,http://52.66.50.41/2018/07/24/dronpushpi/,
धतूरा,http://52.66.50.41/2018/07/24/dhatura/,
धनिया,http://52.66.50.41/2018/07/24/dhaniya/,
धमासा,http://52.66.50.41/2018/07/24/dhamasa/,
धातकी,http://52.66.50.41/2018/07/24/dhataki/,
"धान्वन्तर गुटिका",http://52.66.50.41/2018/07/26/dhanvantara-gutika/,
"धामार्गव (घियातोरई)",http://52.66.50.41/2018/07/24/ghiyatorai/,
नकछिकनी,http://52.66.50.41/2018/07/24/nakchhikni/,
नल,http://52.66.50.41/2018/07/24/nal/,
नाकुली,http://52.66.50.41/2018/07/24/naakuli/,
नागकेसर,http://52.66.50.41/2018/07/24/nagkesar/,
नागफनी,http://52.66.50.41/2018/07/24/nagfani/,
नागबला,http://52.66.50.41/2018/07/25/naagbala/,
नागरमोथा,http://52.66.50.41/2018/07/24/nagarmotha/,
नारंगी,http://52.66.50.41/2018/07/24/narangi/,
नारियल,http://52.66.50.41/2018/07/24/coconut/,
नाशपाती,http://52.66.50.41/2018/07/24/nashpati/,
निर्गुण्डी,http://52.66.50.41/2018/07/24/nirgundi/,
निर्मली,http://52.66.50.41/2018/07/23/nirmali/,
"निशोथ (त्रिवृत्)",http://52.66.50.41/2018/07/24/nishoth/,
नींबू,http://52.66.50.41/2018/07/24/nimbu/,
"नींबू जम्बीरी",http://52.66.50.41/2018/07/24/nimbu-jambiri/,
"नींबू बिजौरा",http://52.66.50.41/2018/07/24/nimbu-bijoura/,
नीम,http://52.66.50.41/2018/07/24/neem/,
नील,http://52.66.50.41/2018/07/24/neel/,
"नील शंखपुष्पी  (विष्णुक्रान्ता)",http://52.66.50.41/2018/07/25/neel-shankhpushpi/,
"न्यूमोनिया (निमोनिया) के लिए घरेलु नुस्खे",http://52.66.50.41/2018/08/12/pneumonia-ke-liye-gharule-nuskhe/,
पटेर,http://52.66.50.41/2018/07/24/pater/,
पट्टशाक,http://52.66.50.41/2018/07/24/pattashaak/,
पपीता,http://52.66.50.41/2018/07/24/papaya/,
"परदेशी लांगली",http://52.66.50.41/2018/07/24/pardeshi-langali/,
"परवल (पटोल)",http://52.66.50.41/2018/07/24/parwal/,
पर्णबीज,http://52.66.50.41/2018/07/24/parnabeej/,
पलाश,http://52.66.50.41/2018/07/24/palash/,
"पवाँड (चक्रमर्द)",http://52.66.50.41/2018/07/24/pavaand/,
पाटला,http://52.66.50.41/2018/07/24/patala/,
पाठा,http://52.66.50.41/2018/07/24/patha/,
पातालगरुड़ी,http://52.66.50.41/2018/07/24/patalgarudi/,
पान,http://52.66.50.41/2018/07/24/paan/,
पारिजात,http://52.66.50.41/2018/07/25/parijat/,
"पार्किंसन के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-parkinsons/,
"पालक  ",http://52.66.50.41/2018/07/24/palak/,
"पाषाण भेद",http://52.66.50.41/2018/07/24/pashaan-bhed/,
पिठवन,http://52.66.50.41/2018/07/24/pithwan/,
"पित्त प्रधान प्रकृति के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-pitta/,
पित्तपापड़ा,http://52.66.50.41/2018/07/24/pittapapda/,
पिपरमिंट,http://52.66.50.41/2018/07/24/peppermint/,
पिप्पली,http://52.66.50.41/2018/07/24/pippali/,
"पियारांगा (पीतरंगा)",http://52.66.50.41/2018/07/24/piyaraanga/,
पिस्ता,http://52.66.50.41/2018/07/24/pista/,
पीतकूष्माण्ड,http://52.66.50.41/2018/07/24/peetkushmaand/,
पीपल,http://52.66.50.41/2018/07/24/peepal/,
पीलु,http://52.66.50.41/2018/07/24/peelu/,
"पीसीओएस (पॉलीसिस्टिक ओवेरियन सिंड्रोम) के लिए घरेलु नुस्खे",http://52.66.50.41/2018/08/12/pcos-polycystic-ovarian-syndrome-ke-liye-gharule-nuskhe/,
पुत्रजीवक,http://52.66.50.41/2018/07/24/putrajeevak/,
"पुदीना (पूतिहा)",http://52.66.50.41/2018/07/24/pudina/,
पुनर्नवा,http://52.66.50.41/2018/07/24/punarnva/,
पुष्करमूल,http://52.66.50.41/2018/07/24/pushkarmul/,
"पेट की ख़राबी के लिए घरेलु नुस्खे",http://52.66.50.41/2018/08/12/pet-ki-kharabi-ke-liye-gharule-nuskhe/,
"पेट दर्द (स्टोमेक पेन) के लिए घरेलु नुस्खे",http://52.66.50.41/2018/08/12/pet-dard-stomach-pain-ke-liye-gharule-nuskhe/,
"पेट दर्द में घरेलु नुस्खे",http://52.66.50.41/2018/08/12/pet-dard-me-gharule-nuskhe/,
"पोतकी (पोई)",http://52.66.50.41/2018/07/24/potaki/,
प्याज,http://52.66.50.41/2018/07/24/pyaj/,
"प्रभाकर वटी (हृद्रोग)",http://52.66.50.41/2018/07/26/prabhakar-vati/,
"प्राणदा गुटिका",http://52.66.50.41/2018/07/26/pranda-gutika/,
प्रियंगु,http://52.66.50.41/2018/07/24/priyangu/,
"फालसा (परुषक)",http://52.66.50.41/2018/07/24/phalsa/,
"फैटी लीवर में घरेलु नुस्खे",http://52.66.50.41/2018/08/12/fatty-liver-me-gharule-nuskhe/,
"बकायन (महानिम्ब)",http://52.66.50.41/2018/07/24/bakayan/,
"बच्चों की खांसी (कफ) के लिए घरेलु नुस्खे",http://52.66.50.41/2018/08/12/bachhon-ki-khanshi-cough-ke-liye-gharule-nuskhe/,
"बच्चों के लिए सामान्य आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-normal-kids/,
"बच्चों में मस्कुलर डिस्ट्रॉफी (DMD), CP के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-muscular-dystrophy-in-kids/,
"बच्चो में विबन्ध (कब्ज) के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-constipation-in-kids/,
बड़/बरगद,http://52.66.50.41/2018/07/25/bargad/,
"बथुआ (वास्तूक)",http://52.66.50.41/2018/07/24/bathua/,
बदर,http://52.66.50.41/2018/07/25/badar/,
"बदहजमी (इनडाइजेशन)  के लिए घरेलु नुस्खे",http://52.66.50.41/2018/08/12/badhajmi-indigestion-ke-liye-gharule-nuskhe/,
बबूल,http://52.66.50.41/2018/07/24/babool/,
बला,http://52.66.50.41/2018/07/24/bala/,
"बवासीर (पाइल्स) के लिए घरेलु नुस्खे",http://52.66.50.41/2018/08/12/bawasir-piles-ke-liye-gharelu-nuskhe/,
बहेड़ा,http://52.66.50.41/2018/07/25/baheda/,
बाकुची,http://52.66.50.41/2018/07/25/bakuchi/,
बाजरा,http://52.66.50.41/2018/07/25/baajra/,
"बांदा (सुवर्णबंदाक)",http://52.66.50.41/2018/07/25/banda-suvarnbandaak/,
"बादाम (वाताद)",http://52.66.50.41/2018/07/25/badam/,
"बादियान खताई",http://52.66.50.41/2018/07/25/badiyan-khatai/,
"बान्दा (बांदा)",http://52.66.50.41/2018/07/25/banda/,
बिम्बी,http://52.66.50.41/2018/07/25/bimbi/,
बिही,http://52.66.50.41/2018/07/25/bihee/,
बुरांश,http://52.66.50.41/2018/07/25/buransh/,
"बृहती  (बड़ी कटेरी)",http://52.66.50.41/2018/07/23/brihati-badi-kateri/,
बेल,http://52.66.50.41/2018/07/25/bael/,
बेला,http://52.66.50.41/2018/07/25/bela/,
बेली,http://52.66.50.41/2018/07/25/beli/,
ब्रह्मदण्डी,http://52.66.50.41/2018/07/25/bramhadandi/,
"ब्राह्मी :(मण्डूकपर्णी)",http://52.66.50.41/2018/07/25/bramhi-mandukparni/,
"ब्राह्मीः (जलनीम)",http://52.66.50.41/2018/07/25/bramhi-jalneem/,
"ब्राह्मी वटी (साधारण)",http://52.66.50.41/2018/07/26/brahmi-vati/,
"ब्राह्मी वटी (स्वर्णघटित)",http://52.66.50.41/2018/07/26/brahmi-vati-swarghati/,
"भगन्दर  के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-fistula/,
"भव्य (चालता)",http://52.66.50.41/2018/07/25/bhavya-chaalta/,
भांग,http://52.66.50.41/2018/07/25/bhaang/,
"भांगरा (भृंङ्गराज)",http://52.66.50.41/2018/07/25/bhangra-bhringraj/,
भारंगी,http://52.66.50.41/2018/07/25/bharangi/,
भिण्डी,http://52.66.50.41/2018/07/25/bhindi/,
"भुई आँवला",http://52.66.50.41/2018/07/25/bhui-amla/,
भूतृण,http://52.66.50.41/2018/07/25/bhutrin/,
"भूनिम्ब (कालमेघ)",http://52.66.50.41/2018/07/23/kalmegh/,
भूर्जपत्र,http://52.66.50.41/2018/07/25/bhurjpatra/,
"भृंगराज स्वरस (Eclipta alba Hassk.)",http://52.66.50.41/2018/07/26/bhringraj-swaras-eclipta-alba-hassk/,
"मकरध्वज वटी (वाजीकरण)",http://52.66.50.41/2018/07/26/makardhwaj-vati/,
"मकुष्ठ (मोठ)",http://52.66.50.41/2018/07/25/mukushth-moth/,
मकोय,http://52.66.50.41/2018/07/25/makoy/,
मक्का,http://52.66.50.41/2018/07/25/makka/,
"मखान्न (मखाना)",http://52.66.50.41/2018/07/25/makhana/,
"मंगरैला (कलौंजी)",http://52.66.50.41/2018/07/25/mangraila-kalonji/,
मञ्जिष्ठा,http://52.66.50.41/2018/07/25/manjistha/,
मटर,http://52.66.50.41/2018/07/25/matar/,
मंडुआ,http://52.66.50.41/2018/07/25/mandua/,
मत्स्याक्षी,http://52.66.50.41/2018/07/25/matsyaakshi/,
"मधुमेह के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-diabetes/,
मधुरपर्णी,http://52.66.50.41/2018/07/25/madhurparni/,
"मधूक (महुवा)",http://52.66.50.41/2018/07/25/madhook-mahua/,
ममीरा,http://52.66.50.41/2018/07/25/mameera/,
मयूरशिखा,http://52.66.50.41/2018/07/25/mayurshikha/,
मरिच,http://52.66.50.41/2018/07/25/marich/,
"मरिचादि गुटिका (कास)",http://52.66.50.41/2018/07/26/marichadi-gutika/,
मरूवक,http://52.66.50.41/2018/07/25/maruwak/,
"मसण्डा (श्रीपर्ण)",http://52.66.50.41/2018/07/25/masanda/,
मसूर,http://52.66.50.41/2018/07/25/masoor/,
"मस्कुलर डिस्ट्रॉफी के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-muscular-dystrophy/,
महाबला,http://52.66.50.41/2018/07/24/mahabala/,
माजूफल,http://52.66.50.41/2018/07/25/majufal/,
माणक,http://52.66.50.41/2018/07/25/manak/,
माषपर्णी,http://52.66.50.41/2018/07/25/mashparni/,
मांसरोहिणी,http://52.66.50.41/2018/07/25/mansrohini/,
"मुक्तवर्चा (कुप्पी)",http://52.66.50.41/2018/07/25/muktvarcha-kuppi/,
"मुक्तादि वटी",http://52.66.50.41/2018/07/26/muktadi-vati/,
"मुचकुन्द (आकाश चम्पा)",http://52.66.50.41/2018/07/24/muchkund/,
"मुद्ग (मूंग)",http://52.66.50.41/2018/07/25/mudg-moong/,
मुद्गपर्णी,http://52.66.50.41/2018/07/25/mudgaparni/,
मुलेठी,http://52.66.50.41/2018/07/25/mulethi/,
"मुंह के छाले (माउथ अल्सर) के लिए घरेलु नुस्खे",http://52.66.50.41/2018/08/12/muh-ke-chale-mouth-ulcer-ke-liye-gharule-nuskhe/,
"मुंहासे के लिए घरेलु नुस्खे",http://52.66.50.41/2018/08/12/muhase-ke-liye-gharule-nuskhe/,
मूंगफली,http://52.66.50.41/2018/07/25/moongfali/,
मूर्वा,http://52.66.50.41/2018/07/25/murva/,
मूली,http://52.66.50.41/2018/07/25/muli/,
मूषिकपर्णी,http://52.66.50.41/2018/07/25/musikaparni/,
"मूसली (काली मूसली)",http://52.66.50.41/2018/07/25/musli-kali-musli/,
मेथिका,http://52.66.50.41/2018/07/25/methika/,
"मेरुदण्ड (कमर दर्द आदि) हेतु",http://52.66.50.41/2018/08/12/yogamerudand-kmar-dard-aadi-hetu/,
मेंहदी,http://52.66.50.41/2018/07/25/mehandi/,
मैनफल,http://52.66.50.41/2018/07/25/mainfal/,
"मोटापा (ओबेसिटी) के लिए घरेलु नुस्खे",http://52.66.50.41/2018/08/12/motapa-obesity-ke-liye-gharule-nuskhe/,
"मोटापा घटाने के लिए विशेष आसनों का अभ्यास",http://52.66.50.41/2018/08/12/yogamotapa-ghatane-ke-liye-vishesh-asan/,
"मोथा (मुस्तक)",http://52.66.50.41/2018/07/24/motha/,
मोसंबी,http://52.66.50.41/2018/07/25/mosambi/,
"मौलसिरी (बकुल)",http://52.66.50.41/2018/07/24/moulsiri/,
"योग परिचय",http://52.66.50.41/2018/08/10/yogayog-parichay/,
"यौवन पीड़िका के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-acne-vulgaris-pimples/,
"रक्त चन्दन",http://52.66.50.41/2018/07/24/rakt-chandan/,
"रक्तचाप के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-blood-pressure/,
"रक्तप्रदर के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-uterine-bleeding/,
"रंगून की बेल",http://52.66.50.41/2018/07/25/rangoon-ki-bel/,
"रजप्रवर्तनी वटी (योनिव्यापद्)",http://52.66.50.41/2018/07/26/raja-pravartini-vati/,
रतालू,http://52.66.50.41/2018/07/25/ratalu/,
"रसोन (लहसुन)",http://52.66.50.41/2018/07/25/rasun-lahsun/,
राई,http://52.66.50.41/2018/07/25/raai/,
राखीफूल,http://52.66.50.41/2018/07/25/rakhi-phool/,
"राजमाष (लोबिया)",http://52.66.50.41/2018/07/25/rajmash-lobia/,
"राजादन (खिरनी)",http://52.66.50.41/2018/07/25/rajadan-khirni/,
रामदाना,http://52.66.50.41/2018/07/24/ramdana/,
रामबाँस,http://52.66.50.41/2018/07/25/rambans/,
रीठा,http://52.66.50.41/2018/07/25/reetha/,
रुद्रजटा,http://52.66.50.41/2018/07/25/rudrajata/,
रुद्रवन्ती,http://52.66.50.41/2018/07/25/rudravanti/,
रुद्राक्ष,http://52.66.50.41/2018/07/25/rudraksha/,
"रूखी त्वचा (dry skin) के लिए घरेलु नुस्खे",http://52.66.50.41/2018/08/12/rukhi-twacha-dry-skin-ke-liye-gharule-nuskhe/,
रेवंदचीनी,http://52.66.50.41/2018/07/25/revand-chini/,
रोहितक,http://52.66.50.41/2018/07/25/rohitaka/,
"लकवा (पक्षाघात) के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-paralysis/,
"लकुच (बड़हल)",http://52.66.50.41/2018/07/25/lakuch-badhal/,
"लता कस्तूरी",http://52.66.50.41/2018/07/25/latakasturi/,
लताक्षीरी,http://52.66.50.41/2018/07/24/lataksheeri/,
"लवंगादि वटी (कास)",http://52.66.50.41/2018/07/26/lavangadi-vati/,
"लशुनादि वटी",http://52.66.50.41/2018/07/26/lashunadi-vati/,
"लसुन बेल",http://52.66.50.41/2018/07/25/lasun-vel/,
लाजवंती,http://52.66.50.41/2018/07/25/lajwanti/,
"लाल मिर्च",http://52.66.50.41/2018/07/25/lal-mirch/,
लीची,http://52.66.50.41/2018/07/25/litchi/,
लोकाट,http://52.66.50.41/2018/07/25/lokat/,
लोणी,http://52.66.50.41/2018/07/25/loni/,
लोध्र,http://52.66.50.41/2018/07/25/lodhra/,
लोहबान,http://52.66.50.41/2018/07/25/lohban/,
लौकी,http://52.66.50.41/2018/07/25/louki/,
लौंग,http://52.66.50.41/2018/07/25/laung/,
"ल्यूकोरिया (Leucorrhoea) के लिए घरेलु नुस्खे",http://52.66.50.41/2018/08/12/leucorrhoea-ke-liye-gharule-upay/,
वच,http://52.66.50.41/2018/07/25/vach/,
वनप्सा,http://52.66.50.41/2018/07/25/vanapsa/,
"वन्य बला",http://52.66.50.41/2018/07/24/vanya-bala/,
"वन्य हरिद्रा (जंगली-हलदी)",http://52.66.50.41/2018/07/25/jangali-haldi/,
वरुण,http://52.66.50.41/2018/07/25/varun/,
वर्षाभू,http://52.66.50.41/2018/07/25/varshabhu/,
"वंश (बांस)",http://52.66.50.41/2018/07/25/bamboo/,
"वात के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-vata/,
"वातरक्त  के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-gout/,
"वायरल फीवर के लिए घरेलु नुस्खे",http://52.66.50.41/2018/08/12/viral-fever-ke-liye-gharule-nuskhe/,
वायविडंग,http://52.66.50.41/2018/07/25/vaayvidang/,
"वाराही कन्द",http://52.66.50.41/2018/07/25/varahi-kand/,
वासा,http://52.66.50.41/2018/07/25/vasa/,
"विचर्चिका (एक्ज़िमा) के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-eczema/,
"विजयसार (बीजक)",http://52.66.50.41/2018/07/25/vijaysaar/,
"विदारी कन्द",http://52.66.50.41/2018/07/25/vidari-kand/,
विधारा,http://52.66.50.41/2018/07/25/vidhara/,
"विबन्ध के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-constipation/,
विरुद्धाहार,http://52.66.50.41/2018/08/02/diet-plan-for-viruddha-ahara/,
"विश्राम हेतु आसन",http://52.66.50.41/2018/08/12/yogavishram-hetu-asan/,
वृक्षाम्ल,http://52.66.50.41/2018/07/25/vrikshamla/,
"वृद्धिवाधिकावटी (वृद्धिरोग)",http://52.66.50.41/2018/07/26/vridhivadhika-vati/,
वृन्ताक,http://52.66.50.41/2018/07/25/vrintaak/,
"वृश्चिका (बिच्छूबूटी)",http://52.66.50.41/2018/07/25/vrishchika/,
वेत्र,http://52.66.50.41/2018/07/25/vetra/,
व्याघ्रएरण्ड,http://52.66.50.41/2018/07/23/vyaghraarand/,
शंखपुष्पी,http://52.66.50.41/2018/07/25/shankhpushpi/,
"शटी  (कपूर कचरी)",http://52.66.50.41/2018/07/25/shati/,
शण,http://52.66.50.41/2018/07/25/shan/,
शणपुष्पी,http://52.66.50.41/2018/07/25/shanpushpi/,
"शतपुष्पा  (सोआ)",http://52.66.50.41/2018/07/25/shatpushpa/,
शतावरी,http://52.66.50.41/2018/07/25/shatavari/,
शमी,http://52.66.50.41/2018/07/25/shami/,
शरपुंखा,http://52.66.50.41/2018/07/25/sharpunkha/,
शलजम,http://52.66.50.41/2018/07/25/shaljam/,
"शल्लकी  (सलई गूगल)",http://52.66.50.41/2018/07/25/shallaki/,
शाल,http://52.66.50.41/2018/07/25/shaal/,
शालपर्णी,http://52.66.50.41/2018/07/25/shaalparni/,
शाल्मलि,http://52.66.50.41/2018/07/25/shalmali/,
शिकाकाई,http://52.66.50.41/2018/07/25/shikakai/,
शितिवारक,http://52.66.50.41/2018/07/25/shitivaraka/,
शिरीष,http://52.66.50.41/2018/07/25/shireesh/,
शिवलिंगी,http://52.66.50.41/2018/07/25/shivlingi/,
शीशम,http://52.66.50.41/2018/07/25/shisham/,
शुकनासा,http://52.66.50.41/2018/07/23/shuknasa/,
"शुक्रमातृका वटी",http://52.66.50.41/2018/07/26/shukramatrika-vati/,
"शूलवज्रिणी वटी (शूल)",http://52.66.50.41/2018/07/26/shul-varjini-vati/,
"श्यामाक  (सावां)",http://52.66.50.41/2018/07/25/shyamak/,
श्योनाक,http://52.66.50.41/2018/07/25/shyonaak/,
श्लेष्मातक,http://52.66.50.41/2018/07/25/shleshmatmak/,
"संजीवनी वटी (ज्वर)",http://52.66.50.41/2018/07/26/sanjivani-vati/,
"सतौना (सप्तपर्ण)",http://52.66.50.41/2018/07/25/satouna-saptparn/,
सत्यानाशी,http://52.66.50.41/2018/07/25/satyanashi/,
सदापुष्पा,http://52.66.50.41/2018/07/25/sadapushpa/,
सनाय,http://52.66.50.41/2018/07/25/sanaay/,
"सफेद बालों के लिए घरेलु नुस्खे",http://52.66.50.41/2018/08/12/safed-balon-ke-liye-gharule-nuskhe/,
"सफेद मूसली",http://52.66.50.41/2018/07/25/safed-musli/,
"सर्जरी (शल्य) के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-surgery/,
सर्पगन्धा,http://52.66.50.41/2018/07/25/sarpgandha/,
सर्षप,http://52.66.50.41/2018/07/25/sarshap/,
"संशमनी वटी",http://52.66.50.41/2018/07/26/sanshamani-vati/,
सहदेवी,http://52.66.50.41/2018/07/25/sahdevi/,
सहिजन,http://52.66.50.41/2018/07/25/sahijan/,
"साइनस के लिए घरेलु नुस्खे",http://52.66.50.41/2018/08/12/sinus-ke-liye-gharule-nuskhe/,
सागौन,http://52.66.50.41/2018/07/25/sagoun/,
"सामान्य के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/normal-diet-plan/,
"सारिवा  ",http://52.66.50.41/2018/07/25/sariva/,
"सारिवादि वटी (कर्णरोग)",http://52.66.50.41/2018/07/26/sarivadi-vati/,
सिंघाड़ा,http://52.66.50.41/2018/07/25/singhada/,
"सितालुक (शकरकन्द)",http://52.66.50.41/2018/07/25/shakarkand/,
सिन्दुरिया,http://52.66.50.41/2018/07/25/sinduriya/,
"सिर दर्द (हेडेक) के लिए घरेलु नुस्खे",http://52.66.50.41/2018/08/12/sir-dard-headache-ke-liye-gharule-nuskhe/,
"सी. एन. एस. /मस्तिष्क विकार /माइग्रेन /सिर दर्द के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-migraine/,
"सीताफल (शरीफा)",http://52.66.50.41/2018/07/25/sitafal/,
"सुखविरेचन वटी",http://52.66.50.41/2018/07/26/sukha-virechana-vati/,
सुदर्शन,http://52.66.50.41/2018/07/25/sudarshan/,
"सुनिष्णक (चौपतिया)",http://52.66.50.41/2018/07/25/sunishnak/,
सुपारी,http://52.66.50.41/2018/07/25/supari/,
"सूक्ष्म व्यायाम",http://52.66.50.41/2018/08/10/yogasuksham-vyayam/,
सूरजमुखी,http://52.66.50.41/2018/07/25/surajmukhi/,
सूरनकन्द,http://52.66.50.41/2018/07/25/surankand/,
सेब,http://52.66.50.41/2018/07/25/apple/,
सेम,http://52.66.50.41/2018/07/25/sem/,
सेहुंड,http://52.66.50.41/2018/07/24/sehund/,
"सैरेयक (पियाबासा)",http://52.66.50.41/2018/07/25/saireyek-piyabasa/,
"सोंठ (अदरक)",http://52.66.50.41/2018/07/25/sonth-adrak/,
"सोरायसिस के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-psoriasis/,
सौंफ,http://52.66.50.41/2018/07/25/sounf/,
"सौभाग्य वटी (ज्वर)",http://52.66.50.41/2018/07/26/saubhagya-vati/,
"सौभाग्य वटी (प्रसूता)",http://52.66.50.41/2018/07/26/saubhagya-vati-prasuta/,
"स्थौणेयक (थुनेर)",http://52.66.50.41/2018/07/24/thuner/,
"स्थौल्य (मोटापा) के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-obesity/,
हरिद्रु,http://52.66.50.41/2018/07/25/haridru/,
"हरीतकी (हरड़)",http://52.66.50.41/2018/07/25/haritaki/,
हल्दी,http://52.66.50.41/2018/07/25/haldi/,
हस्तिकर्ण,http://52.66.50.41/2018/07/25/hastikarn/,
हस्तिशुण्डी,http://52.66.50.41/2018/07/25/hastishundi/,
"हिंगु (हींग)",http://52.66.50.41/2018/07/25/heeng/,
"हिंग्वादि गुटिका (शूल)",http://52.66.50.41/2018/07/26/hingvadi-gutika/,
"हिचकी के लिए घरेलु नुस्खे",http://52.66.50.41/2018/08/12/hichki-ke-liye-gharule-nuskhe/,
हिंसालू,http://52.66.50.41/2018/07/25/hinsalu/,
हुरहुर,http://52.66.50.41/2018/07/25/hurhur/,
हृत्पत्री,http://52.66.50.41/2018/07/25/hatpatri/,
"हेपेटाइटिस के लिए आहार दिनचर्या",http://52.66.50.41/2018/08/02/diet-plan-for-hepatitis/,
हैंसा,http://52.66.50.41/2018/07/25/hainsa/,
"ह्रीबेर  (सुगन्धबाला)",http://52.66.50.41/2018/07/25/sugandhbala/,
